alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
1,0.4843,140.0,67.5,63.9,89.7,2,0,1,1,1,0,1,1,89.0,0
2,0.2964,,29.3,48.7,63.8,1,0,0,0,0,0,0,2,16.0,0
2,,305.0,59.1,40.8,80.0,0,0,0,0,0,0,0,1,43.0,1
2,0.2631,1172.0,54.1,64.2,84.2,0,0,1,1,0,0,0,0,23.0,1
2,0.2381,627.0,58.8,58.7,55.4,1,0,0,0,1,0,0,3,14.0,0
6,0.1729,451.0,60.5,,,2,0,1,0,0,0,1,1,18.0,1
2,0.2291,323.0,35.2,52.3,62.7,1,0,0,0,0,0,1,0,84.0,0
1,0.2159,302.0,34.4,38.8,43.5,0,0,1,0,0,1,0,1,24.0,1
3,0.114,165.0,64.9,61.3,59.0,1,0,1,1,0,1,0,0,51.0,0
7,0.2284,120.0,40.7,62.1,71.4,0,0,0,0,0,0,0,1,55.0,0
0,0.169,167.0,2.5,58.0,54.0,0,0,0,0,0,0,0,2,22.0,0
0,0.2535,263.0,63.7,,56.8,0,0,1,0,0,1,0,0,9.0,1
1,0.2763,87.0,33.3,80.2,59.2,1,0,1,1,1,0,0,2,15.0,1
2,0.1653,209.0,60.4,45.6,95.8,2,0,1,1,0,0,0,1,,1
4,0.3322,,77.1,74.2,32.7,0,0,1,1,1,1,0,1,38.0,1
3,0.2187,255.0,52.3,44.0,70.0,1,0,0,0,0,0,0,0,6.0,0
3,0.0499,200.0,59.9,71.6,57.9,0,0,0,0,0,0,0,1,54.0,0
1,0.1642,229.0,54.8,73.5,51.7,1,0,0,0,0,1,0,0,6.0,1
2,0.4121,726.0,80.6,50.6,57.6,1,0,1,1,0,0,0,1,14.0,0
1,0.085,397.0,22.9,79.9,72.7,1,0,0,0,1,1,0,1,,1
2,0.2422,207.0,51.9,62.0,73.6,1,0,0,0,0,0,0,1,208.0,1
1,0.5127,,64.1,41.8,65.0,0,0,1,0,1,0,1,3,83.0,1
1,0.1411,272.0,48.6,,79.5,2,0,0,1,0,1,0,2,21.0,1
3,0.242,188.0,72.7,72.0,82.3,0,0,1,0,0,0,1,3,36.0,1
0,0.0985,177.0,34.2,68.8,75.1,1,0,0,0,0,1,0,1,58.0,0
3,0.5915,501.0,89.2,39.1,53.3,2,0,0,1,0,0,0,3,110.0,1
2,0.2174,,90.2,,69.9,0,0,0,1,1,0,0,4,40.0,1
2,0.2336,154.0,57.1,,70.0,2,0,1,0,0,0,0,2,26.0,1
5,0.574,,61.9,47.4,,1,0,1,1,0,0,0,0,13.0,1
0,0.2905,289.0,73.5,90.4,36.9,0,0,0,0,1,1,0,2,65.0,1
2,0.1406,95.0,30.6,58.5,29.6,1,0,0,0,0,1,0,1,63.0,1
1,0.1502,270.0,28.4,54.1,63.1,0,0,0,0,0,0,0,1,6.0,0
0,0.2651,436.0,,72.9,66.8,1,0,0,0,0,1,0,1,20.0,0
0,0.1432,347.0,56.9,49.5,43.1,0,0,0,0,0,0,0,1,10.0,0
4,0.0801,,37.9,78.1,,1,0,0,0,1,1,0,4,55.0,1
3,0.2347,571.0,52.2,30.0,64.4,1,0,1,0,0,0,1,0,9.0,1
1,0.095,,1.0,48.2,83.6,0,0,1,1,0,1,0,0,9.0,0
6,,,,78.7,67.9,1,0,0,0,1,0,0,0,,1
2,0.2509,427.0,38.4,78.6,44.9,3,0,1,1,0,0,1,0,21.0,1
3,,,68.5,43.4,69.3,0,0,0,0,0,1,0,2,30.0,0
1,0.146,471.0,69.9,41.7,72.7,1,0,1,0,1,0,0,3,61.0,0
0,0.0714,199.0,52.4,63.5,53.2,2,0,0,0,0,1,0,4,86.0,0
2,0.1243,,59.1,45.7,38.9,0,0,0,0,0,0,0,2,22.0,0
1,0.3749,193.0,25.0,51.0,63.6,1,0,1,0,1,0,0,1,25.0,0
0,0.689,337.0,62.6,68.1,46.0,0,1,0,0,0,0,0,0,18.0,1
3,0.3604,201.0,63.3,46.8,,2,0,1,1,1,1,0,2,90.0,1
1,0.2038,189.0,74.4,25.5,55.5,0,0,1,1,0,1,0,1,26.0,0
2,,353.0,90.1,35.5,,3,0,1,0,0,0,0,3,28.0,0
5,0.161,277.0,,55.1,,3,0,0,0,0,0,0,3,48.0,1
0,0.6268,94.0,45.0,27.0,,0,0,0,0,0,0,0,1,120.0,1
0,0.182,121.0,38.6,50.5,84.9,1,0,0,1,1,1,0,2,40.0,1
0,0.6464,144.0,55.1,34.1,47.8,0,0,0,0,0,1,0,1,22.0,1
4,,180.0,52.2,79.6,59.5,1,0,1,0,0,1,1,1,131.0,1
2,0.0874,354.0,37.8,87.5,,2,0,0,0,0,0,0,0,71.0,1
1,0.1486,311.0,70.5,39.1,51.1,0,0,0,0,0,1,0,1,71.0,0
4,0.1776,526.0,32.2,58.9,65.9,1,0,0,1,0,0,0,0,16.0,0
2,0.2179,426.0,33.3,,41.3,1,0,1,0,0,1,0,1,17.0,0
3,0.2338,,33.6,50.4,60.2,0,0,1,0,0,0,0,1,6.0,0
1,1.0,386.0,45.5,82.1,70.3,1,1,0,0,1,0,0,0,65.0,1
1,0.1185,310.0,29.9,48.0,58.6,1,1,0,0,1,0,0,2,41.0,0
2,0.2582,515.0,51.1,50.7,46.0,0,0,1,0,0,1,0,1,7.0,1
4,,486.0,49.0,,78.5,1,0,0,0,1,0,0,2,100.0,1
1,0.2142,339.0,37.8,72.2,73.7,1,0,1,0,0,0,0,0,19.0,0
5,0.2896,601.0,,6.1,45.3,2,0,1,1,0,1,0,3,,1
2,0.1281,77.0,50.9,48.4,41.3,0,0,1,0,0,1,0,2,,0
1,0.2273,235.0,71.1,54.3,,0,0,0,0,1,0,0,1,50.0,1
2,,238.0,48.5,45.1,70.7,1,0,1,0,0,0,0,2,47.0,1
0,0.2418,510.0,51.6,,66.4,1,0,1,1,0,0,0,2,30.0,1
1,0.2933,655.0,41.9,73.0,74.6,2,0,0,1,0,0,0,1,20.0,0
2,0.4951,127.0,51.9,33.8,56.8,1,0,1,0,0,0,0,0,201.0,1
3,,,64.8,86.4,47.2,1,0,0,0,1,0,0,2,15.0,1
6,0.301,160.0,44.6,33.7,76.7,1,0,1,0,0,0,1,3,,1
2,0.1195,150.0,61.3,74.3,53.1,0,1,1,0,1,0,0,1,60.0,1
1,0.1541,243.0,37.4,,65.0,0,0,0,1,0,0,0,3,,0
1,0.19,232.0,65.7,47.4,37.2,2,1,0,1,0,0,0,3,15.0,0
2,0.2615,119.0,41.6,48.9,52.9,0,0,0,0,1,0,0,2,94.0,1
1,0.1648,394.0,67.3,54.5,,0,0,0,1,0,0,0,2,51.0,0
2,0.1361,409.0,53.1,58.1,50.5,2,0,1,1,0,0,0,0,36.0,0
4,0.1335,523.0,79.4,,75.0,2,0,0,0,0,0,0,0,28.0,1
2,0.0918,222.0,,51.5,24.7,1,0,1,1,0,1,0,1,16.0,0
2,0.2,275.0,25.4,43.4,53.0,1,0,0,0,0,1,0,0,20.0,0
2,0.1014,277.0,40.9,36.8,59.3,0,0,1,1,0,0,0,1,26.0,0
0,,684.0,27.1,42.7,89.9,0,0,1,0,1,0,0,4,95.0,0
0,,57.0,27.1,37.8,43.3,0,0,1,0,1,1,0,3,60.0,1
1,0.1028,163.0,,48.7,72.7,0,0,1,0,0,0,0,0,12.0,0
4,,294.0,51.9,61.5,78.9,2,1,1,1,0,0,0,0,46.0,1
0,0.3033,149.0,,56.8,50.5,0,1,0,0,0,0,0,1,7.0,0
1,0.1585,239.0,45.0,84.6,56.0,1,0,1,0,1,0,1,1,,1
0,0.1588,252.0,,21.8,,0,0,0,0,0,0,0,1,11.0,1
1,0.2881,192.0,81.7,62.0,38.3,1,1,0,0,1,0,0,1,17.0,0
5,0.184,310.0,38.8,55.1,54.7,0,0,0,0,0,1,0,1,129.0,1
2,0.148,398.0,28.2,67.2,82.4,2,0,1,0,0,0,0,1,9.0,1
2,0.4396,247.0,,65.7,70.4,2,0,1,1,0,0,0,2,16.0,1
1,,215.0,48.1,,59.5,1,0,0,0,0,1,0,0,37.0,0
3,,262.0,88.7,57.6,63.8,1,0,1,0,0,0,1,0,17.0,1
3,0.4022,286.0,42.5,43.8,71.3,0,0,0,0,0,0,0,2,35.0,1
0,0.0681,104.0,57.2,64.2,74.4,0,0,1,1,1,1,0,1,106.0,1
5,0.5738,385.0,71.5,26.8,53.1,1,0,0,0,0,0,0,1,47.0,0
0,0.2505,211.0,42.6,66.7,86.6,1,0,0,0,1,0,0,1,23.0,1
1,0.3738,552.0,38.6,54.7,,2,0,0,1,0,0,0,1,25.0,1
2,0.2817,390.0,65.3,47.7,72.8,2,0,0,1,0,0,0,1,42.0,1
4,,558.0,62.3,51.5,48.5,0,0,1,1,0,1,0,2,52.0,1
3,0.2077,165.0,26.6,52.6,45.7,1,0,1,0,0,0,0,0,25.0,1
3,0.2958,234.0,31.7,74.5,56.8,0,0,1,0,0,1,0,2,42.0,1
2,0.1918,142.0,6.3,100.0,63.0,1,0,0,0,0,0,0,0,33.0,0
2,0.3669,191.0,62.7,73.3,33.7,1,0,0,0,0,1,1,2,29.0,0
1,0.0896,549.0,37.3,46.5,69.9,1,0,0,0,1,0,0,1,21.0,0
4,0.1905,664.0,49.1,64.4,82.6,0,0,0,0,0,1,0,0,44.0,1
2,0.7009,150.0,21.6,65.1,71.2,0,0,0,0,0,0,0,3,44.0,1
4,0.1819,228.0,32.2,41.1,51.2,1,0,0,0,1,1,0,0,6.0,0
1,0.188,265.0,43.4,36.1,49.3,0,1,1,0,0,1,0,2,16.0,1
1,0.1319,381.0,39.9,54.1,66.8,0,0,1,0,1,0,0,1,23.0,0
2,0.2738,107.0,,67.1,59.5,1,0,1,1,0,0,0,0,21.0,0
0,0.1347,112.0,62.5,30.8,69.1,1,0,0,0,0,0,0,2,82.0,0
2,0.2055,,92.9,,71.6,0,0,0,0,0,0,0,1,358.0,0
6,0.4616,104.0,,63.6,79.5,0,0,0,0,0,0,0,3,5.0,1
1,,,72.1,55.6,43.9,0,0,0,0,0,0,1,1,35.0,0
1,0.3308,302.0,37.1,,65.5,1,1,0,0,0,1,0,2,,1
1,0.337,,21.9,33.8,56.2,0,1,1,0,0,1,0,0,21.0,0
1,0.383,255.0,45.7,90.3,60.4,0,0,0,1,0,0,1,0,38.0,1
2,0.2459,230.0,23.2,31.9,75.8,0,0,0,1,0,0,0,3,40.0,1
4,1.0,466.0,52.3,24.6,77.6,0,0,0,0,0,0,0,3,26.0,1
1,0.3829,323.0,38.0,54.1,,0,0,1,1,0,1,0,2,32.0,0
0,0.2414,189.0,16.8,,68.8,0,0,0,0,0,1,0,1,43.0,1
6,0.1788,311.0,83.2,54.4,60.2,2,0,1,0,0,0,0,2,45.0,0
0,0.1914,334.0,42.3,,58.0,0,0,0,0,0,0,0,1,,0
2,0.4988,724.0,22.5,52.1,34.2,3,0,0,0,0,0,0,0,15.0,0
0,0.517,417.0,,42.4,83.4,3,0,1,1,0,0,0,1,264.0,1
2,0.5133,549.0,38.9,61.5,56.8,2,0,0,0,1,1,0,1,45.0,1
0,0.3109,193.0,71.6,,70.1,0,0,1,0,0,0,0,0,45.0,1
2,0.1141,211.0,38.8,71.6,72.9,1,0,0,0,0,0,1,1,18.0,0
4,0.3355,,42.3,52.3,42.1,0,0,0,0,0,0,0,1,32.0,1
1,0.1083,255.0,58.2,40.5,47.2,0,0,0,0,0,0,0,1,32.0,0
0,0.0891,155.0,52.7,29.7,86.8,0,0,1,0,0,0,0,0,5.0,0
4,0.2927,588.0,65.8,,,0,0,1,0,1,0,0,2,21.0,1
3,,467.0,50.4,36.0,52.7,1,0,1,0,0,0,0,1,15.0,1
3,0.3973,243.0,61.5,34.8,60.0,1,0,0,0,1,0,0,0,19.0,1
1,0.2818,393.0,65.4,62.9,79.4,3,0,0,0,1,1,0,1,14.0,1
3,0.3238,325.0,55.6,28.3,76.9,0,0,0,0,0,1,1,1,29.0,0
2,0.1324,418.0,,76.2,38.5,2,1,0,0,0,0,0,1,,1
6,0.2731,146.0,,57.4,88.1,1,0,0,0,0,0,0,2,35.0,1
5,0.119,276.0,62.8,54.3,77.5,0,0,1,0,1,1,0,2,15.0,1
2,0.0756,273.0,42.8,39.5,59.6,1,0,0,0,0,0,0,3,,0
2,0.3421,397.0,44.6,,,0,0,0,0,0,1,0,2,23.0,1
5,0.1801,212.0,75.0,55.0,78.9,1,0,1,1,0,0,0,1,9.0,1
1,0.3464,70.0,26.3,,69.6,3,0,0,0,0,0,0,1,35.0,1
4,0.4722,162.0,,58.0,38.7,0,0,1,0,0,0,0,0,72.0,1
7,0.2186,301.0,51.6,29.8,58.3,0,0,0,0,1,1,0,3,,0
1,0.2966,286.0,57.7,30.5,100.0,1,0,0,0,0,0,0,1,29.0,0
4,0.1784,740.0,44.9,38.2,62.3,1,0,0,1,1,0,0,2,27.0,0
2,0.0825,388.0,12.0,60.2,50.1,0,0,0,1,0,1,0,1,17.0,0
0,0.2161,,,55.0,45.9,2,0,1,0,0,1,1,1,32.0,1
2,0.1757,276.0,58.0,70.7,90.4,1,0,0,1,0,0,0,0,14.0,1
0,0.1585,496.0,64.2,41.2,75.6,1,0,0,0,0,0,0,2,16.0,1
0,0.5984,195.0,,63.6,84.5,1,0,0,0,0,0,0,1,8.0,1
1,0.0926,,2.5,53.3,66.0,0,0,0,0,0,0,0,1,29.0,0
3,0.2984,158.0,24.3,40.9,,1,0,0,0,0,0,1,0,58.0,1
1,,602.0,88.9,60.8,48.4,0,1,1,0,1,0,0,1,59.0,1
3,0.3983,356.0,32.3,54.0,64.6,0,0,0,0,0,1,1,0,81.0,0
2,0.2682,191.0,77.7,45.6,66.6,0,0,0,0,1,1,1,5,32.0,0
2,0.2804,264.0,35.2,,84.1,1,0,0,1,0,1,1,1,55.0,1
3,0.1437,380.0,48.7,53.1,67.1,2,0,0,0,0,0,0,0,10.0,0
3,0.1586,250.0,63.3,52.7,52.0,1,0,0,0,1,0,0,3,76.0,1
4,0.4274,218.0,37.2,48.8,63.0,0,0,1,1,1,0,0,1,,1
4,0.6797,204.0,80.7,,35.2,0,0,1,0,1,0,0,2,57.0,1
3,0.3148,346.0,53.4,56.1,24.9,0,0,1,0,1,0,0,3,162.0,1
2,0.139,231.0,60.3,43.0,75.3,0,0,0,0,0,0,0,0,15.0,1
2,0.2743,,47.2,39.7,56.0,0,0,0,0,1,0,1,3,39.0,0
1,0.8147,132.0,63.9,51.4,57.8,2,0,1,0,0,0,0,0,12.0,0
6,0.3062,318.0,80.4,,75.3,1,0,0,0,0,0,0,3,36.0,1
2,0.5087,255.0,,57.8,84.4,0,1,0,0,0,0,0,0,30.0,1
3,0.1609,241.0,83.1,47.0,70.6,1,0,1,0,0,0,0,2,32.0,1
0,,302.0,41.0,46.4,92.8,2,1,0,1,0,0,0,1,,1
5,0.3832,451.0,65.8,64.5,,1,0,1,1,0,0,0,0,17.0,1
1,0.2667,406.0,60.8,19.0,66.8,1,0,0,0,0,0,0,1,36.0,0
2,0.1493,381.0,32.8,67.0,65.8,2,0,0,1,1,0,0,0,26.0,1
1,0.1373,242.0,55.8,26.9,41.4,1,0,0,1,0,0,0,1,,1
1,0.3692,202.0,52.1,33.8,77.3,1,0,0,1,0,0,0,4,9.0,0
4,0.4943,,36.6,47.3,22.9,0,0,0,0,0,0,0,1,17.0,1
2,0.5229,,58.4,87.6,52.6,0,0,1,0,1,0,0,0,10.0,0
3,0.6519,290.0,54.6,,62.4,2,0,1,0,1,0,1,1,17.0,1
5,0.2935,194.0,50.7,65.6,49.4,0,0,0,1,0,0,1,1,20.0,0
2,0.1918,297.0,50.8,60.3,54.8,1,0,0,0,1,1,1,2,34.0,1
4,0.5396,172.0,,,91.4,0,0,0,1,0,1,1,3,21.0,0
3,0.3578,115.0,45.4,57.4,79.7,1,0,0,0,1,0,0,1,195.0,1
1,0.1249,433.0,,46.8,51.0,1,0,1,0,0,1,0,1,10.0,1
2,0.1289,217.0,40.4,42.7,54.5,2,0,0,0,0,0,0,2,82.0,0
2,0.2984,178.0,99.8,57.3,41.6,3,0,1,1,0,0,0,2,27.0,1
2,0.2065,154.0,26.6,47.9,73.3,0,0,0,0,0,0,0,2,18.0,1
1,0.2113,348.0,41.5,68.0,58.0,1,0,0,0,0,1,0,1,44.0,0
1,0.3867,588.0,42.9,26.0,30.5,0,0,1,1,0,0,1,1,19.0,1
0,0.3065,217.0,88.7,56.1,63.6,0,0,0,0,0,0,0,1,15.0,1
1,0.4455,245.0,28.2,41.8,69.0,1,0,0,0,0,0,0,0,103.0,1
1,0.0741,497.0,49.7,48.9,77.4,0,0,0,0,0,0,0,3,6.0,0
4,0.295,108.0,56.5,59.6,60.8,1,0,1,1,0,0,0,2,26.0,1
1,0.3141,,58.0,,,0,0,0,0,1,0,1,2,44.0,1
1,0.0926,1058.0,64.3,65.5,93.8,1,0,0,0,0,1,0,1,85.0,0
3,0.1686,65.0,73.9,51.8,62.1,1,0,0,0,0,0,0,0,,0
3,0.1522,272.0,43.9,45.1,73.5,1,0,0,0,1,0,0,2,320.0,1
2,0.2304,190.0,55.5,47.9,53.4,0,0,1,0,0,1,0,3,,0
2,0.5573,243.0,,52.7,73.0,0,0,0,0,0,0,0,0,4.0,1
1,0.6521,219.0,53.8,43.5,38.7,1,0,0,1,0,0,0,1,9.0,0
0,0.129,423.0,37.7,55.1,54.6,0,0,0,0,1,0,0,0,36.0,1
3,0.3229,270.0,48.6,50.8,42.7,1,0,0,1,0,0,0,0,10.0,1
0,0.2745,164.0,21.7,45.8,52.3,1,1,1,1,0,0,1,1,43.0,1
1,0.2653,251.0,59.3,78.8,,0,0,0,0,0,0,0,2,22.0,1
3,0.301,381.0,21.5,61.2,52.2,1,0,1,0,1,0,0,1,13.0,0
0,0.2386,141.0,54.7,49.3,73.5,0,0,0,0,0,0,0,0,11.0,0
0,0.5108,109.0,29.9,57.2,86.3,0,0,1,0,1,1,0,1,67.0,1
2,,842.0,36.7,47.6,61.6,0,0,0,0,0,1,0,3,7.0,1
2,0.1271,198.0,,48.4,77.9,1,0,0,0,0,0,0,2,72.0,0
1,0.3321,256.0,62.6,50.2,70.5,1,0,0,0,0,0,0,1,65.0,1
6,0.4727,245.0,72.7,36.3,63.9,0,0,0,0,1,1,0,0,23.0,1
7,0.3654,421.0,80.1,60.8,74.0,1,0,1,0,0,0,1,1,9.0,1
5,0.5078,792.0,38.1,,91.4,2,0,1,0,0,0,0,5,70.0,1
6,0.3209,419.0,79.0,49.7,51.8,0,0,0,0,0,0,0,3,24.0,0
4,0.2866,127.0,,46.5,,1,0,0,0,0,0,0,0,7.0,1
1,0.2292,129.0,65.4,99.4,45.7,1,0,1,0,0,0,1,1,127.0,1
2,0.075,226.0,33.1,45.1,77.9,0,0,0,0,0,0,0,0,12.0,1
3,0.2313,248.0,35.3,24.0,80.1,0,0,0,0,0,0,0,2,10.0,1
1,0.1484,107.0,63.1,31.0,53.4,0,0,1,0,0,0,0,1,35.0,0
3,0.1259,451.0,69.0,66.4,27.8,2,0,0,0,0,0,0,0,23.0,1
1,0.4718,152.0,,75.0,51.2,1,1,0,0,0,0,0,2,102.0,0
2,0.3004,640.0,55.9,44.8,70.8,1,0,0,1,1,0,0,0,22.0,1
2,0.2239,,54.4,74.2,60.9,1,0,0,0,0,0,1,2,23.0,1
1,,241.0,61.5,66.1,64.9,2,0,1,0,0,0,0,2,41.0,0
3,0.2845,366.0,57.5,52.2,53.6,1,0,1,0,0,0,0,2,,0
7,0.5301,158.0,61.7,51.1,78.2,2,0,1,1,0,0,1,1,33.0,1
0,0.1281,381.0,55.7,57.7,67.5,1,0,0,1,0,1,0,2,39.0,0
2,0.227,214.0,67.2,68.2,71.4,1,0,1,0,0,0,0,1,32.0,1
3,0.3896,,,61.0,,0,0,1,0,1,1,0,1,24.0,0
3,0.0833,245.0,39.6,44.8,70.4,1,0,0,0,0,0,0,1,54.0,0
2,0.2205,218.0,27.1,52.4,69.3,1,0,1,1,0,0,0,1,21.0,0
0,0.1594,226.0,57.0,84.7,47.2,2,0,1,0,0,0,0,2,59.0,1
1,0.1992,,81.6,58.8,68.0,0,0,1,1,0,1,0,3,107.0,1
4,0.1948,190.0,43.5,68.0,74.7,1,0,1,0,0,0,0,3,20.0,1
0,0.2178,,54.3,63.1,80.5,0,0,0,0,1,0,0,1,231.0,1
1,0.6175,133.0,65.6,59.1,68.7,0,0,0,0,1,0,0,0,17.0,0
1,0.1794,671.0,14.8,56.6,46.6,0,0,1,0,0,0,0,3,,0
1,0.2517,158.0,42.6,68.5,49.0,1,0,1,0,0,0,0,0,38.0,1
4,0.7688,293.0,58.6,65.8,55.0,0,0,0,0,0,1,0,1,39.0,1
1,0.1584,211.0,1.0,59.0,65.0,2,0,0,0,0,0,0,1,29.0,0
2,0.6176,233.0,34.4,,60.0,1,0,0,0,0,1,0,0,47.0,1
4,0.2574,455.0,71.8,60.8,44.0,1,0,1,1,1,0,0,1,41.0,1
1,0.5712,629.0,70.1,54.0,43.9,0,0,0,1,0,1,0,1,144.0,1
2,0.3439,,58.7,50.4,28.4,0,0,0,0,0,1,0,0,24.0,0
3,0.2862,230.0,67.9,95.2,12.1,1,0,0,0,0,0,1,1,14.0,1
3,0.2331,318.0,55.9,31.9,59.9,1,0,0,0,0,1,0,1,18.0,0
2,0.1615,183.0,62.0,69.4,99.1,0,1,1,1,1,1,0,2,56.0,1
3,0.252,166.0,46.3,42.1,90.7,1,0,0,0,1,0,0,0,44.0,0
5,0.4464,159.0,54.1,57.0,46.3,0,0,0,1,1,0,0,1,40.0,1
1,0.2128,217.0,40.6,93.5,64.4,0,0,0,0,1,0,0,0,15.0,0
2,0.1913,323.0,74.7,40.6,38.6,0,0,1,0,0,0,0,2,76.0,1
2,0.1983,98.0,79.4,44.1,41.0,0,0,0,0,0,0,0,0,,1
3,0.4172,280.0,76.8,54.7,42.8,1,0,0,0,0,0,0,0,25.0,0
1,0.4206,635.0,44.7,42.3,58.4,0,0,0,0,0,0,1,3,150.0,1
3,0.1675,532.0,,68.3,59.1,0,0,1,0,0,0,0,0,49.0,1
2,0.1576,204.0,75.0,47.0,66.0,1,0,1,1,0,0,0,1,163.0,1
2,0.2805,,61.8,64.8,72.6,2,0,1,0,1,0,1,0,44.0,1
1,0.4967,355.0,57.9,35.1,56.6,2,0,0,0,0,1,0,1,31.0,1
2,0.4275,79.0,40.6,27.9,62.6,1,0,1,0,1,0,0,3,84.0,0
1,0.1077,508.0,59.7,51.6,44.5,1,0,1,0,1,0,0,3,30.0,0
4,0.222,260.0,32.5,31.5,40.5,0,0,0,0,1,0,1,2,53.0,1
1,0.1285,755.0,,77.8,38.0,1,0,1,1,0,1,0,4,115.0,1
4,0.2215,113.0,76.8,32.1,72.4,4,0,1,0,0,0,0,1,53.0,1
4,0.6203,485.0,81.4,39.4,56.6,2,0,1,1,0,0,0,0,24.0,1
2,0.1041,266.0,64.8,61.2,32.1,1,0,1,1,0,0,0,3,41.0,0
1,,230.0,17.1,46.2,61.0,0,0,0,0,0,0,1,0,45.0,0
4,0.1627,138.0,55.6,32.2,42.0,0,0,0,1,1,1,1,1,60.0,0
5,0.3192,415.0,90.5,85.6,88.6,0,0,0,0,0,0,0,0,45.0,0
3,0.3401,416.0,36.4,40.0,52.7,0,0,0,0,0,0,0,2,41.0,1
3,0.3075,766.0,50.9,52.1,72.9,1,0,0,0,1,0,0,1,,0
2,0.4346,490.0,77.4,51.9,79.4,4,0,0,0,0,1,0,1,16.0,1
2,0.0863,203.0,53.1,65.7,46.7,0,0,1,0,1,0,0,0,43.0,0
2,,162.0,96.6,61.9,63.2,1,0,0,0,0,1,0,2,61.0,1
4,0.2162,138.0,38.8,,70.9,0,0,1,0,0,0,0,6,88.0,0
2,0.3404,633.0,34.2,50.1,63.8,0,1,0,1,0,0,1,0,14.0,1
2,0.1099,183.0,74.0,51.6,67.8,1,0,0,0,0,0,0,4,35.0,0
0,0.2024,610.0,30.5,66.2,40.7,0,0,0,0,0,0,0,2,12.0,0
1,0.2441,368.0,48.5,37.5,70.9,1,0,0,1,1,1,1,1,11.0,1
1,0.4048,,50.8,85.3,,0,0,0,0,1,0,0,0,32.0,1
2,0.0952,238.0,,43.6,67.6,0,0,0,0,0,0,0,1,82.0,0
2,0.2315,405.0,63.1,54.9,76.7,0,0,1,0,0,0,0,3,38.0,0
3,0.1331,285.0,,37.6,72.7,1,0,0,0,0,0,0,2,144.0,1
3,0.3192,234.0,44.8,,67.6,0,0,0,0,0,1,0,2,27.0,1
2,0.3491,413.0,73.9,41.9,72.3,0,0,0,0,0,0,0,2,32.0,1
2,0.4621,260.0,100.0,40.4,73.0,3,0,0,0,0,0,0,2,14.0,0
0,0.1504,174.0,64.4,48.8,85.9,1,0,0,0,0,0,0,1,21.0,0
1,0.357,384.0,53.8,40.3,61.5,0,0,0,0,0,0,0,1,11.0,0
1,0.4532,266.0,28.6,,64.6,1,0,1,0,0,1,0,2,9.0,1
2,,368.0,,43.3,76.9,1,0,1,0,1,0,0,1,13.0,1
1,0.3002,215.0,48.2,41.6,54.2,0,0,1,0,0,1,0,1,30.0,1
1,0.3632,142.0,42.4,49.1,40.6,1,0,1,1,0,1,0,2,17.0,0
1,0.1859,716.0,51.7,69.9,69.9,0,0,0,1,0,0,1,0,16.0,1
1,0.1101,646.0,84.0,58.2,58.7,2,0,0,0,0,0,0,1,38.0,0
2,0.3824,458.0,74.4,53.5,42.7,0,0,0,0,1,0,0,4,14.0,1
1,0.1108,223.0,,33.5,70.0,0,1,0,0,0,0,0,2,33.0,0
1,0.1944,234.0,30.3,37.9,84.9,0,0,0,0,1,0,0,3,85.0,0
4,0.2511,627.0,76.1,35.8,35.9,0,0,0,0,0,1,0,3,74.0,1
1,0.3178,227.0,,74.6,78.4,0,0,1,0,0,0,0,4,60.0,0
0,0.143,191.0,20.9,63.0,21.4,3,0,0,0,0,0,0,2,30.0,0
0,0.1386,757.0,64.8,,55.6,3,0,0,0,0,0,0,2,19.0,0
2,0.2404,274.0,70.5,46.5,91.4,2,0,1,0,0,0,1,1,26.0,1
3,0.4204,759.0,8.3,42.6,56.7,0,0,0,1,0,0,0,2,117.0,1
1,0.7543,128.0,,41.7,63.4,0,0,0,0,0,0,0,3,44.0,0
1,0.0936,367.0,40.0,61.9,74.2,0,0,0,0,0,0,1,1,25.0,0
1,0.255,862.0,65.2,58.7,34.5,0,0,0,0,0,0,0,1,43.0,1
1,0.1179,280.0,42.7,86.2,63.2,0,0,1,1,0,0,0,0,26.0,1
1,0.3754,239.0,37.0,,63.0,0,0,1,0,0,1,0,1,33.0,1
2,0.1359,148.0,65.1,74.6,91.8,0,0,0,0,1,0,0,2,31.0,0
1,0.1479,500.0,43.6,65.1,42.2,1,0,0,0,0,1,0,0,18.0,0
2,0.1646,184.0,61.8,48.7,,0,0,0,0,0,0,1,1,61.0,1
5,0.2613,284.0,32.0,64.0,47.1,0,0,0,0,0,0,0,1,6.0,1
3,0.2887,146.0,27.7,49.8,45.4,0,0,0,0,0,1,0,0,36.0,0
2,0.297,663.0,65.6,79.5,80.0,1,0,0,0,0,0,0,1,19.0,1
2,0.2269,531.0,,,62.4,0,0,1,0,0,0,0,2,7.0,0
3,0.1163,282.0,68.6,58.9,53.1,1,0,1,0,1,0,1,0,14.0,1
2,0.3397,149.0,42.4,56.9,53.7,3,0,1,0,1,0,0,2,37.0,0
1,0.2082,642.0,37.7,81.1,53.0,3,0,1,0,0,0,0,0,27.0,1
1,0.4061,226.0,76.5,33.5,54.4,1,0,0,0,1,0,0,3,78.0,1
5,0.1847,163.0,24.6,82.6,41.8,0,0,1,1,0,1,1,2,,0
